"Jahr";"KennZahlen_1";"KennZahlen_2";"KennZahlen_3";"KennZahlen_4";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2014 HJ IST";"2014 Q1 IST";"2014 Q3 IST";"2015 HJ IST";"2015 PLAN 2015-17";"2015 Q1 IST";"2015 Q3 IST";"2016 HJ IST";"2016 PLAN 2016-18";"2016 Q1 IST";"2016 Q3 IST";"2017 HJ IST";"2017 Q1 IST";"2017 Q2 IST";"2017 Q3 IST";"2018 HJ IST";"2018 Q1 IST";"2018 Q2 IST";"2018 Q3 IST";"2019 HJ IST";"2019 Q1 IST";"2019 Q2 IST";"2019 Q3 IST";"2020 HJ IST";"2020 Q1 IST";"2020 Q2 IST";"2020 Q3 IST";"2021 HJ IST";"2021 Q1 IST";"2021 Q2 IST";"2021 Q3 IST";"2022 HJ IST";"2022 Q1 IST";"2022 Q2 IST";"2022 Q3 IST";"2023 Q1 IST";"2023 Q2 IST";"2023 Q3 IST"
2017;"Regulierungskosten";;;;59841,21;60053,21;74456,98;79262,48;413044,43;431406,9;416017,82;390782,39;389601,84;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;521372,148564208;354189,212385252;354189,212385252;354189,212385252;354189,212385252;354189,212385252;354189,212385252;354189,212385252;354189,212385252;354189,212385252;354189,212385252;;;;;;;;179038,04;248190,184620961;84446,16;271355,9;;59841,21;60053,21;74456,98;;;;;;;;;;;;;;;;;;;;;;;
2017;"Kosten der Kapitalanlage";;;;303826,78;371480,7;353964,58;387565,92;655816,08;724015,95;794670,64;942580,26;984315,05;1186722,78075854;1231169,78075854;1327319,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1375541,78075854;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;1073152,47458936;;;;;;;;597898,03;816628,875241056;331055,71;897728,48;;303826,78;371480,7;353964,58;;;;;;;;;;;;;;;;;;;;;;;
2017;"Unternehmen als Ganzes";;;;155656,83;867028,9;175344,87;199323,96;243068,35;278073;283135,53;284470,74;328485,96;339205,976798589;336937,836798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;331737,176798589;258303,072900339;258303,072900339;258303,072900339;258303,072900339;258303,072900339;258303,072900339;258303,072900339;258303,072900339;258303,072900339;258303,072900339;;;;;;;;164920,33;251281,576882309;102846,76;233473,89;;155656,83;867028,9;175344,87;;;;;;;;;;;;;;;;;;;;;;;
2017;"Summe Funktionsbereichskosten";;;;3316164,06;3615065,2;3157167,38;3362445;3989289,4;3735040,96;3357817,26;3538043,27;3383349,83;3491664,6561939;3436048,0400676;3493667,3800155;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3520109,3800227;3308737,38;3308737,38;3308737,38;3308737,38;3308737,38;3308737,38;3308737,38;3308737,38;3308737,38;3308737,38;;;;;;;;1687528,7;3119824;932682,44;2470266,6;;3316164,06;3615065,2;3157167,38;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";;;41840355,21;42143790,32;42398776,51;43316751,64;43721819,59;44723347,49;44250795,39;43226934,71;42535759,62;40887764,3455235;40870302,9425891;40708707,1504621;40340600,6986384;39907721,8814548;39333665,1537101;38578271,3543165;37721171,2856036;36858705,2259538;35951123,7766639;34907890,2529841;33759609,014666;32554670,6422557;31326784,2464527;30161987,6107873;29109047,754223;28201109,1710961;27254584,0680536;26420089,5303043;25623943,8919963;24924606,210974;0;0;0;0;0;0;0;0;0;0;;;;;;;;19129203,66;43674093,5264135;9460490,92;28629987,81;;9266803,03;18587876,61;27786651,78;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";"a)";"Gebuchte Bruttobeiträge";41852073,26;41940920,54;42693380,5;42947077,96;43726191,81;44637820,23;44200067,82;43221420,43;42192533,41;40877962,9355465;40834753,2494131;40664978,2686316;40285950,1839672;39824483,0902224;39195659,1524542;38475382,248648;37598623,2644655;36761357,1564638;35797523,0391911;34753593,8828837;33591060,5749789;32372364,8449738;31151475,061089;29977902,7543278;28959367,5307781;28083623,7757028;27103756,0355533;26321990,2887781;25521888,9548603;24804462,3828494;0;0;0;0;0;0;0;0;0;0;;;;;;;;18425473,76;43670479,4326284;9582324,3;27100253,28;;9381977,29;17917442,44;26353790,27;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"1. Verdiente Beiträge für eigene Rechnung";"b)";"Veränderung der Bruttobeitragsüberträge";-11718,05;202869,78;-294603,99;369673,68;-4372,22;85527,26;50727,57;5514,28;343226,21;9801,40997703262;35549,6931759785;43728,8818305342;54650,5146712898;83238,7912323722;138006,001255828;102889,105668492;122548,02113807;97348,0694900459;153600,737472776;154296,370100414;168548,439687101;182305,797281965;175309,185363707;184084,856459467;149680,223444915;117485,395393306;150828,03250034;98099,2415262868;102054,937136023;120143,82812457;0;0;0;0;0;0;0;0;0;0;;;;;;;;703729,9;3614,09378514414;-121833,38;1529734,53;;-115174,26;670434,17;1432861,51;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"2. Beiträge aus RfB";;;1547045,3;2006374,09;2363957,26;2184227,83;2194212,85;3002400,81;2017361,48;1583891,62;333553,75;343853,010635073;202098,806027143;55827,0747136076;57502,8353401611;71152,2816230218;25685,3638660891;32421,4470880118;39268,1414381295;46140,0683265042;53442,0113703697;61069,6872892173;68889,9303915779;76841,2235977696;85070,6685438098;93461,4610304587;102064,249410037;111107,577543545;119865,551033731;128312,90551311;136837,464953985;144457,596353792;0;0;0;0;0;0;0;0;0;0;;;;;;;;42203,75;421923,905861949;28201,81;16415,68;;290,85;8681,51;17201,64;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";;;8022945,96;10795733,58;11979590,03;13621238,31;18353384,19;19198691,86;25447504,26;24988265,86;25851089,61;27221713,80106;25763917,5844009;31149461,590224;29156332,4835855;29791480,4395631;26162775,7210062;26628812,8119491;27202308,3841799;27778879,2116644;28324687,0657711;28910708,5966651;29387404,1287129;29780630,4068087;29975838,4459933;30247913,5346047;30429667,4543286;30569324,3287691;30698849,2342138;30761559,3341296;30772460,2338365;30890838,6703104;0;0;0;0;0;0;0;0;0;0;;;;;;;;14601691,05;25367108,7811392;6151558,17;23190449,63;;6642054,85;13879511,44;21292264,12;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"a)";"Erträge aus Beteiligungen";0;0;332866,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"b)";"Erträge aus anderen Kapitalanlagen";7915932,33;10015075,08;11493263,94;13619915,07;17167719,23;16775691,86;23694421,64;19959242,52;24437744,18;22321713,80106;23713917,5844009;24949461,590224;25556332,4835855;25791480,4395631;25912775,7210062;26628812,8119491;27202308,3841799;27778879,2116644;28324687,0657711;28910708,5966651;29387404,1287129;29780630,4068087;29975838,4459933;30247913,5346047;30429667,4543286;30569324,3287691;30698849,2342138;30761559,3341296;30772460,2338365;30890838,6703104;0;0;0;0;0;0;0;0;0;0;;;;;;;;13191691,05;23129608,7811392;4741558,17;21780449,63;;6581924,22;13222336,26;20552719,12;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"c)";"Gewinne aus dem Abgang von Kapitalanlage";162;67078,5;127000;1323,24;292836,66;2423000;1457096,96;5029023,34;1413345,43;4900000;2050000;6200000;3600000;4e+06;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;2237500;0;0;;23698,36;115911,7;113121,33;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"3. Erträge aus Kapitalanlagen";"d)";"Erträge aus Zuschreibungen";106851,63;713580;26460;0;892828,3;0;295985,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;1410000;0;1410000;1410000;;36432,27;541263,48;626423,67;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"4. Nicht realisierte Gewinne aus Kapitalanlagen";;;39645,98;738500,58;694499,44;44582,85;694859,91;441135,3;948157,01;335907,96;865701,38;743130,367611709;487339,94199786;548462,744430268;615567,423461554;706745,84917644;771726,514361628;839635,561786006;911853,5270359;988225,782720283;1068782,72296335;1153679,88738957;1242994,05067364;1336475,60930889;1433704,24404726;1534213,15050586;1637845,22640446;1744821,80383136;1855210,70687998;1968829,43622361;2085421,6290092;2204613,38983139;0;0;0;0;0;0;0;0;0;0;;;;;;;;5986,97;635399,268689721;3287,1;280296,42;;0;268404,8;394915,64;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"5. Sonstige versicherungstechnische Erträge";;;136808,45;51190,22;171167,06;10310,93;1898,59;2196,74;419412,1;44045,74;60001,34;5040900;5040900;40900;40900;120667,804331838;43638,0802744747;40900;40900;40900;40900;40900;40900;40900;40900;40900;40900;40900;40900;40900;40900;40900;0;0;0;0;0;0;0;0;0;0;;;;;;;;13671,99;5700;10253,02;34850,39;;10058,98;12202,54;19805,84;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"6. Aufwendungen für Versicherungsfälle für eigene Rechnung";;;-3373915,47;-3289037,02;-4325953,36;-4855461,51;-6556290,85;-7524692,51;-8391906,48;-10416094,51;-12284364,88;-14451423,6326908;-16661401,3189539;-18636489,0049329;-21008256,2339348;-22460725,9609787;-24707293,7768443;-28028976,7780104;-30624438,9366715;-31163342,5526819;-34453731,4050752;-36890796,1128149;-41676931,970071;-43222387,2827718;-43776586,2190224;-48586911,9752917;-47360717,1668439;-48266638,2817375;-47933524,631164;-48636325,175342;-48842837,1266629;-49397075,2208822;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;;;;;;;;-4987863,14;-11921363,3226794;-2780789,49;-7323087,38;;-3819221,3;-6500171,97;-8986066,12;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"6. Aufwendungen für Versicherungsfälle für eigene Rechnung";"a)";"Zahlungen für Versicherungsfälle";-3268381,6;-3413158;-4197539,19;-4475271,91;-6288998,3;-7633859,79;-8550605,33;-10576631,62;-12148555,09;-14325618,2526908;-16661401,3189539;-18636489,0049329;-21008256,2339348;-22460725,9609787;-24707293,7768443;-28028976,7780104;-30624438,9366715;-31163342,5526819;-34453731,4050752;-36890796,1128149;-41676931,970071;-43222387,2827718;-43776586,2190224;-48586911,9752917;-47360717,1668439;-48266638,2817375;-47933524,631164;-48636325,175342;-48842837,1266629;-49397075,2208822;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;-354189,212385252;;;;;;;;-5060739,82;-11921363,3226794;-2901163,44;-7411477,77;;-3842961,69;-6540083,7;-8985890,51;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"6. Aufwendungen für Versicherungsfälle für eigene Rechnung";"b)";"Veränderung der Rückstellung für noch nicht abgewickelte Versicherungsfälle";-105533,87;124120,98;-128414,17;-380189,6;-267292,55;109167,28;158698,85;160537,11;-135809,79;-125805,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;72876,68;0;120373,95;88390,39;;23740,39;39911,73;-175,61;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"7. Veränderungen der übrigen versicherungstechnischen Netto-Rückstellungen";;;-40614417,24;-43575755,79;-45377324,12;-44842538,81;-47926076,49;-46943283,09;-52816399,75;-48410761,67;-51049797,63;-51270319,1990643;-48612137,3085925;-46825171,6032259;-43134232,9231885;-42078332,6497971;-35699481,5913616;-31635559,6261858;-25556136,4478368;-20990018,965381;-15353567,8039251;-13819620,3607596;-9745808,70398299;-7322606,33824515;-6547927,19160745;-694554,114833553;-675885,936410154;1398338,20902365;2436124,89434148;4371069,80989307;5832531,85564579;7530665,82211526;0;0;0;0;0;0;0;0;0;0;;;;;;;;-24599410,01;-52971608,9679796;-11121536,39;-38709815,58;;-10288631,68;-22667672,45;-34754805,63;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"8. Aufwendungen für RfB";;;-2576976,76;-3922152,37;-3627119,62;-4387446,35;-2469056,23;-7085762,73;-4046280,55;-5944440,46;-692909,37;-1008618,10045505;-410035,507892172;-458274,704874836;-347645,220990686;-360401,232639495;-277436,267483982;-739547,62200581;-1822453,16898372;-5159421,56898358;-7266576,59452169;-6332234,06634427;-5212998,48856397;-5379249,39623225;-4772549,04866657;-5019351,22201656;-5469905,35988145;-5940201,62251414;-6565475,93136445;-7101284,71363904;-7654964,36887226;-4992,33172814432;0;0;0;0;0;0;0;0;0;0;;;;;;;;-1563755,64;-964953,934976549;-346513,47;-2804650,73;;-413031,82;-1686809,47;-2690804,58;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"9. Aufwendungen für Versicherungsbetrieb";;;-2796839,24;-2316502,39;-2553400,95;-2696292,64;-2677360,54;-2301545,11;-1863993,27;-1920209,88;-1680946,98;-1444363,75007256;-1346568,27394626;-1313238,27389416;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1291458,27390136;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;-1623092,62012505;;;;;;;;-768037,19;-1803723,36325567;-388855,83;-1091529,59;;-414333,81;-745672,3;-1067708,33;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"9. Aufwendungen für Versicherungsbetrieb";"a)";"Abschlussaufwendungen";-1917525,73;-1412163;-1706258,88;-1640427,9;-1848287,1;-1473907,46;-1023520,34;-1117693,3;-773336,31;-863909,767438775;-766114,291312475;-733284,291260375;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-711504,291267575;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;-669213,855187765;;;;;;;;-322630,28;-914972,194572672;-166869,91;-428685,99;;-192937,59;-295013,16;-392481,2;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"9. Aufwendungen für Versicherungsbetrieb";"b)";"Verwaltungsaufwendungen";-879313,51;-904339,39;-847142,07;-1055864,74;-829073,44;-827637,65;-840472,93;-802516,58;-907610,67;-580453,982633788;-580453,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-579953,982633788;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;-953878,764937283;;;;;;;;-445406,91;-888751,168683002;-221985,92;-662843,6;;-221396,22;-450659,14;-675227,13;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";;;-1003811,64;-1663109,06;-356364,58;-775699,48;-3365715,09;-1456954,52;-3388895,64;-1469224,75;-1703601,84;-5385134,64023535;-4883664,99322639;-4847201,50684719;-4039423,50684719;-4018023,50684719;-3996623,50684719;-3975223,50684719;-6007394,93541862;-5985994,93541862;-5964594,93541862;-5943194,93541862;-5921794,93541862;-5900394,93541862;-5878994,93541862;-5857594,93541862;-5836194,93541862;-5814794,93541862;-5793394,93541862;-5771994,93541862;-5750594,93541862;-5729194,93541862;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;;;;;;;;-744779,3;-816628,875241056;-417075,66;-779685,05;;-366387,15;-631567,55;-967642,64;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";"a)";"Aufwendungen für die Verwaltung von KA, Zinsen und sonstige Aufwendungen";-353234,16;-377408,12;-356364,58;-392032,59;-713746,84;-730815,95;-802070,64;-949980,26;-994565,05;-1186722,78075854;-1231169,78075854;-1327319,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1375541,78075854;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;-1073152,47458936;;;;;;;;-480506,09;-816628,875241056;-266506,79;-503683,82;;-333143,21;-602073,03;-903990,98;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";"b)";"Abschreibungen auf Kapitalanlagen";-637877,48;-1280450,94;0;-383051,11;-2651968,25;-726138,57;-2586825;-519244,49;-519404,05;-4198411,85947681;-3652495,21246785;-3519881,72608865;-2663881,72608865;-2642481,72608865;-2621081,72608865;-2599681,72608865;-4631853,15466008;-4610453,15466008;-4589053,15466008;-4567653,15466008;-4546253,15466008;-4524853,15466008;-4503453,15466008;-4482053,15466008;-4460653,15466008;-4439253,15466008;-4417853,15466008;-4396453,15466008;-4375053,15466008;-4353653,15466008;0;0;0;0;0;0;0;0;0;0;;;;;;;;-264273,21;0;-150568,87;-274365,42;;-33243,94;-29450,88;-63576,52;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"10. Aufwendungen für Kapitalanlagen";"c)";"Verluste aus dem Abgang von Kapitalanlagen";-12700;-5250;0;-615,78;0;0;0;0;-189632,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;-1635,81;;0;-43,64;-75,14;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"11. Nicht realisierte Verluste aus Kapitalanlangen";;;-1173085,37;0;0;-317552,03;-2563,57;-1277;-1535,09;-3057,53;-1701,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;-160165,95;0;-217240;-1113,41;;0;-3533,38;-3011,78;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"12. Sonstige versicherungst. Aufw. für eigene Rechnung";;;-658148,73;-668412,55;-744595,79;-807264,16;-881007,08;-1270960,36;-1158835,9;-718743,31;-2746854,87;-82471,0057374402;-66835,8329324554;-42449,7760605812;-23900,5555026928;-11983,1486035975;-12236,056869715;-16634,7351908621;-15638,0638263582;-14904,3791991965;-14939,2669386641;-15108,3199153965;-15282,0659850775;-15467,7320423866;-15665,3878653849;-15875,0112728342;-16097,3085849178;-16318,4148775352;-16543,52417523;-16781,4235541177;-1180,5965385604;-1137,22776433552;0;0;0;0;0;0;0;0;0;0;;;;;;;;-383436,88;-1178535,15423441;-205042,63;-573822,33;;-22874,39;-43899,43;-62603,7099999999;;;;;;;;;;;;;;;;;;;;;;;
2017;"I. Versicherungstechnische Rechnung";"13. Sonstige versich. Ergebnis für eigene Rechnung";;;-610393,549999994;300619,610000002;623231,880000004;494856,580000003;1088105,28000001;783296,879999991;1415383,55999998;1296513,77999999;-514070,950000018;595031,196574809;383916,039471292;380533,689994372;365986,726660368;376843,483381738;352961,3599103;432640,632998129;597981,511619144;1107709,61309935;1094067,296988;781836,355173853;635522,686521099;657953,923359509;579116,548555226;612730,224193667;669265,703325754;736189,561814626;805137,158498884;872916,49420863;951059,774048027;9312223,69989022;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;;;;;;;;585309,309999997;447411,863737775;176737,549999997;868295,860000015;;594727,559999999;477350,350000007;978196,23000001;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";"1. Sonstige Erträge";;;67745,23;1018445,48;337808,51;177045,15;8063,52;10512,96;11415,05;22518,86;9347,45;10115,44;10115,44;10115,44;10115,44;10116,44;10117,44;10118,44;10119,44;10120,44;10121,44;10122,44;10123,44;10124,44;10125,44;10126,44;10127,44;10128,44;10129,44;10130,44;10131,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;;;;;;;;4645,26;11515,05;2951,17;7206,01;;7833,89;12937,48;19808,6;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";"2. Sonstige Aufwendungen";;;-155917,68;-867176,12;-175502,45;-340036,91;-243600,86;-278127,72;-283382,24;-284678,08;-328616,13;-339336,146798589;-337068,006798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;;;;;;;;-154199,26;-251528,286882309;-80198,8;-239676,54;;-102880,79;-164952,63;-233631,97;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";"3. Ergebnis der normalen Geschäftstätigkeit";;;-698565,999999994;451888,970000002;785537,940000004;331864,820000003;852567,940000011;515682,119999991;1143416,36999998;1034354,55999999;-833339,630000018;265810,48977622;56963,4726727032;58781,7831957836;44234,8198617797;55092,5765831496;31211,4531117107;110891,72619954;276233,604820555;785962,706300756;1104058,566988;791828,625173853;645515,956521099;667948,193359509;589111,818555226;622726,494193667;679262,973325754;746187,831814626;815136,428498884;882916,76420863;961061,044048027;9322225,96989022;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;;;;;;;;435755,309999997;207398,626855466;99489,9199999972;635825,330000015;;499680,66;325335,200000007;764372,86000001;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";"4. Steuern vom Einkommen und Ertrag";;;0;0;-282682,42;282682,42;-487991;474317,88;-663416,37;-404354,56;-106660,37;-225810,489776224;-16963,4726726998;-18781,7831957985;-14234,8198617832;-15092,576583141;-11211,4531117026;-30891,7261995305;-76233,6048205569;-215962,706300758;-304058,566987995;-91828,6251738567;-75515,956521101;-77948,1933595054;-69111,8185552277;-72726,4941936589;-79262,9733257556;-86187,8318146278;-95136,42849888;-102916,764208627;-111061,044048021;-1077294,98433692;0;0;0;0;0;0;0;0;0;0;;;;;;;;-265755,31;-57398,6268554595;-69489,92;-335825,33;;-59680,66;-225335,2;-664372,86;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";"5. Sonstige Steuern";;;0;-27,18;-24,16;-139,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2017;"II. Nicht versicherungstechnische Rechnung";"6. Jahresüberschuss";;;-698565,999999994;451861,790000002;502831,360000004;614408,020000004;364576,940000011;989999,999999991;479999,999999984;629999,999999989;-940000,000000018;39999,999999996;40000,0000000034;39999,9999999851;29999,9999999965;40000,0000000086;20000,0000000081;80000,0000000096;199999,999999998;569999,999999999;800000,000000002;699999,999999996;569999,999999998;590000,000000003;519999,999999998;550000,000000008;599999,999999998;659999,999999998;720000,000000004;780000,000000003;850000,000000006;8244930,9855533;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;;;;;;;;169999,999999997;150000,000000006;29999,9999999972;300000,000000015;;440000;100000,000000007;100000,00000001;;;;;;;;;;;;;;;;;;;;;;;
2017;"A. Immaterielle Vermögensgegenstände";;;;7240119,59;6581487,35;5923338,62;5265189,89;4607041,16;3948892,43;3290743,7;2632594,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;2303520,6;1974446,22;2468057,79;2138983,42;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
