2018;"Mindestzuführung GESAMT";"Mindestzuführung gesamt vor Direktgutschrift";;;;;;;;;;;;0;0;0;694825,378889135;0;0;0;427960,696025645;641208,898656829;1146965,26586525;2524128,90653443;2997278,13119417;3011159,16950124;3712867,40695446;4093769,84554435;;;;;;;;;;;;;;;;;;;;;;;
2018;"Mindestzuführung GESAMT";"Direktgutschrift";;;;;;;;;;;;4513,00577628111;134,852741642578;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Mindestzuführung GESAMT";"Mindestzuführung gesamt nach Direktgutschrift";;;;;;;;;;;;0;0;0;694825,378889135;0;0;0;427960,696025645;641208,898656829;1146965,26586525;2524128,90653443;2997278,13119417;3011159,16950124;3712867,40695446;4093769,84554435;;;;;;;;;;;;;;;;;;;;;;;
2018;"Mindestzuführung GESAMT";"Zuführung zur RfB";;;;;;;;;;;;20268,1148570121;33313,9715893097;226539,239022371;1349239,77584927;330037,87681346;477488,199354861;780367,739404176;1290394,54505327;1463102,84222054;1905682,34067765;4687861,24451261;5176252,4907997;5138204,1312272;5799699,17820563;6162238,60082513;;;;;;;;;;;;;;;;;;;;;;;
2018;"Mindestzuführung GESAMT";"Übererfüllung";;;;;;;;;;;;20268,1148570121;33313,9715893097;226539,239022371;654414,396960137;330037,87681346;477488,199354861;780367,739404176;862433,849027625;821893,943563713;758717,074812396;2163732,33797818;2178974,35960552;2127044,96172596;2086831,77125117;2068468,75528079;;;;;;;;;;;;;;;;;;;;;;;
2018;"Mindestzuführung GESAMT";"Für Detailberechnung Neubestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Mindestzuführung GESAMT";"Für Nebenrechnung der Anteile Neubestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. Deckungsrückstellung";;;;;;;;;;;0,293348316010348;0,306971145445311;0,320599077411286;0,334175635124486;0,347809395462051;0,361392260449893;0,375024467253078;0,388607573975816;0,402232687092329;0,415816442384165;0,429466019422693;0,443037222213969;0,456660604743962;0,470243523658188;0,483885663703135;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;0,998418212283843;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. Beitragsüberträge";;;;;;;;;;;0,618884768382488;0,694802084938883;0,770956316875508;0,844725193269551;0,921150042056589;0,995211771226366;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;0,29995236939988;0,300257168179313;0,300751487063829;0,299337644339534;0,300048442769945;0,298868867186844;0,299521963665338;0,298351366689655;0,298740986818796;0,297594479237836;0,29889274745953;0,29728001023301;0,297605352273799;0,296427779644501;0,297449820283917;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;;;0,383572818950939;0,396286508750107;0,409402254613917;0,418469944748761;0,432044939589133;0,441609614066728;0,455062197515973;0,464645919595735;0,477539553037539;0,487174379390579;0,50199565779688;0,510641404619652;0,523398675772956;0,532967599402499;0,547202876789927;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"mittl. RfB";;;;;;;;;;;0,565744358510042;0,630862766632262;0,695851257328208;0,762147806844739;0,826987899219402;0,893123856887214;0,958003504374412;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;0,273177990146562;0,292015265721037;0,302537768321766;0,317542035289699;0,332602427510737;0,347097729008489;0,362222230360851;0,376786908680591;0,391894321942723;0,406461659223705;0,421491045530396;0,4360655167425;0,451363993783153;0,465800393855784;0,480810744588512;0,495376016071121;0,510592689954463;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;;;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;0,495139929071016;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;;;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;0,286111565770833;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;0,301085309603078;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Neubestand";"Direktgutschrift";;;;;;;;;;0,289032326872195;0,306241393118666;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;0,170604460476916;;;;;;;;;;;;;;;;;;;;;;;
2018;;;;;;;;;;;;1;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Risikoergebnis";"1. Sterblichkeit";;;;;;;;;;;-809,628472192144;21480,5229144876;30829,0958363743;43856,0237577543;56602,2093236615;73273,8206130239;93380,2463383134;105558,848928755;126091,056504362;144918,467723618;169991,171748371;181778,919578346;210400,388972183;244984,138406696;271221,707025682;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Risikoergebnis";"2. sonstiges";;;;;;;;;;;436648,135543311;456263,093356971;471269,265398475;485833,037302003;494984,524847558;502856,750772417;509797,701747208;515040,875474106;518526,285041762;521045,800424128;523039,864315319;524625,633466185;526037,347817696;527439,87780574;528641,334509686;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Risikoergebnis";;;;;;;;;;;;435838,507071119;477743,616271459;502098,36123485;529689,061059758;551586,73417122;576130,57138544;603177,948085521;620599,724402861;644617,341546124;665964,268147746;693031,03606369;706404,553044531;736437,736789879;772424,016212436;799863,041535368;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Risikoergebnis";"Zuführung (>0)";;;;;;;;;;;392254,656364007;429969,254644313;451888,525111365;476720,154953782;496428,060754098;518517,514246896;542860,153276969;558539,751962575;580155,607391512;599367,841332971;623727,932457321;635764,097740078;662793,963110891;695181,614591192;719876,737381831;;;;;;;;;;;;;;;;0,9;;;;;;;
2018;"Nebenrechnung: Neubestand";"Risikoergebnis";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittl. Deckungsrückstellung";;;;;;;;;;;202132431,560406;212322641,545728;232609700,602645;252601791,69433;272150504,489526;291028493,84561;309338893,614457;327271676,018121;344590860,56836;361020309,459686;376328673,864407;390598204,847249;403711231,789605;415621181,432002;426694250,704229;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;123664,309819407;94284,2694818938;89356,2696672919;136568,649968711;193253,512324275;200477,248799313;196311,102899977;193406,55297471;191131,303849043;188994,174036271;186934,63633176;184952,692839654;183045,248323833;181209,389206395;179442,323300236;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittl. Beitragsüberträge";;;;;;;;;;;2803135,50193377;3067233,94724754;3348828,52549014;3587304,45926359;3775196,43581244;3904528,77287552;3770196,61413052;3633770,13722652;3488857,71833628;3316274,12464467;3125533,76700177;2924775,79785279;2733413,17308362;2542282,23841949;2344500,99932245;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;338920,225422668;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;365119,750031614;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;;;103717,135754451;107939,173935222;113099,608685178;117234,519076478;122844,082249385;127504,645243748;133453,513675073;138517,744520653;144844,201606954;150427,001495675;157875,462754033;163652,388164025;171009,961782727;177655,164559112;186397,555696935;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittl. RfB";;;;;;;;;;;7827519,32932444;8598954,32571544;9376761,34982763;10672655,5316333;12080168,0085024;13189510,8896047;14488065,1340485;15875427,0620619;16959428,5127855;18327782,2890929;21278679,1544552;25843220,9975723;30628345,9853129;35708286,5757393;41292741,861408;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittleres Eigenkapital (ohne Nachrangdarlehen)";;;;;;;;;;;7167318,20842016;7548182,49911297;7922808,0238023;8295863,43329703;8688137,82747701;9052552,66833477;9440991,31395117;9836638,80832057;10263583,4736506;10699153,5296988;11237002,7380661;11847938,6014122;12503798,8441051;13182280,7741341;13924197,6242865;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittlere nachrangigen Verbindlichkeiten";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittlere Rückstellungen";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"mittleres passives Rückversicherungsgeschäft";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"Kapitalanlageergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"Ordentliche und ausserordentliche Erträge aus Kapitalanlagen";;;;;;;;;;;7775230,66603902;7798513,54832295;8366911,92483192;9142476,29259215;9838581,08670836;10298716,0369681;10893320,7551283;11425876,9618163;11962104,8913447;12569431,0946985;13176082,1321515;13745110,9252607;14162641,4581896;14725901,3960553;15253625,984839;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"Aufwendungen für Kapitalanlagen";;;;;;;;;;;-840973,613424873;-804454,53355541;-856675,644558846;-894010,825322855;-1554891,53614334;-1617412,53333187;-1682263,29909218;-1744795,71025805;-1809311,53397882;-1871874,56858023;-1937545,50336161;-1999515,84754217;-2063949,95829681;-2126473,50172311;-2191793,28456993;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;;;6934257,05261415;6994059,01476754;7510236,28027307;8248465,46726929;8283689,55056502;8681303,5036362;9211057,45603614;9681081,25155828;10152793,3573658;10697556,5261182;11238536,6287899;11745595,0777185;12098691,4998928;12599427,8943322;13061832,7002691;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"anzurechende Kapitalerträge in %";;;;;;;;;;;0,967494669967502;0,967479358659657;0,96878641984916;0,969918168193968;0,970783921715071;0,971521048613249;0,97204599359207;0,972470646266356;0,972703513164471;0,972849478029823;0,97277065121542;0,972569635905867;0,972232043316256;0,971819366574975;0,971289523947116;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"anzurechende Kapitalerträge";;;;;;;;;;;6708856,73858875;6766607,73003509;7275814,91818702;8000336,51642503;8041672,62816766;8434069,08318251;8953571,49688629;9414567,34125999;9875657,76714266;10407112,2826287;10932518,5950963;11423409,1282344;11762735,5583937;12244368,035477;12686821,2653212;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"90 % des Ergebnis der Kapitalanlage";;;;;;;;;;;6037971,06472987;6089946,95703158;6548233,42636832;7200302,86478253;7237505,3653509;7590662,17486426;8058214,34719766;8473110,60713399;8888091,9904284;9366401,0543658;9839266,73558666;10281068,215411;10586462,0025544;11019931,2319293;11418139,1387891;;;;;;;;;;;;;;;;0,9;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"rechnungsmäßige Zinsen gesamt";;;;;;;;;;;-4411273,20387303;-4781555,63731885;-5145335,62369865;-5506343,1452675;-5861475,07102438;-6202357,53853421;-6532266,63133095;-6846149,93049343;-7142437,79755843;-7417664,78605821;-7667928,71854691;-7897512,90683069;-8101332,69021108;-8273796,22801699;-8428316,60492515;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"Aufwand Zinszusatzreserve";;;;;;;;;;-3700000;-3923663,04294942;-2820007,95414861;-2354550,17315256;-1792197,93384097;-1499565,60743453;-1123488,3473467;-1119193,39342612;-1093503,17880974;-1060797,46937614;-998260,134279528;-591196,265750654;-495428,430399849;-413712,285248348;-406891,640119312;-375363,489049004;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"KA";"Zuführung (>0)";0;0;0;0;0;0;0;0;;;-1626079,50823369;-834955,861432369;-224070,878664182;0;0;264816,288983342;406754,322440593;533457,497830822;684856,723493823;950476,134028069;1580141,7512891;1888126,87818043;2071417,02709495;2339243,36379299;2614459,04481495;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;;;554474,990073781;583360,720903726;602121,859756305;675412,443489419;680139,210745146;681264,95380442;677174,085163449;672157,852822713;662296,311833445;651383,075733225;637582,58888589;619864,40892911;601924,09345838;584631,027934673;568657,766891552;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;;;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-73678,5930371954;-103285,26509237;-135239,199845761;-143128,069608337;-147469,289815453;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;73921,1865973268;76145,1962556955;79211,9033004148;80509,2758462843;80826,5844641207;80464,7377741667;78683,4489136161;80080,169998772;78999,2175105605;77827,5875290479;76614,4497273322;74607,3722559777;72477,5534559819;69112,9789653369;64675,1771290391;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Summe";;;;;;;;;;;554717,583633912;585827,324122226;607655,170019524;682243,126298508;687287,202172072;688051,098541391;682178,94103987;678559,429784289;667616,936306811;655532,070225077;640518,445576027;591186,516092717;539162,447068601;510615,937291673;485863,654205138;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Übriges Ergebnis";"Zuführung (>0)";;;;;;;;;;;277358,791816956;292913,662061113;303827,585009762;341121,563149254;343643,601086036;344025,549270696;341089,470519935;339279,714892145;333808,468153405;327766,035112538;320259,222788013;295593,258046358;269581,2235343;255307,968645836;242931,827102569;;;;;;;;;;;;;;;;0,5;;;;;;;
2018;"Nebenrechnung: Neubestand";"Mindestzuführung - Gesamt vor DG";;;;;;;;;;;;0;0;531645,231456945;817841,718103036;840071,661840134;1127359,35250093;1290703,9462375;1431276,96468554;1598820,79903874;1877610,01047358;2524128,90653443;2819484,23396687;3003792,21374014;3289732,94703002;3577267,60929935;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Direktgutschrift";;;;;;;;;;;;769,938915591646;23,0064792317651;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Mindestzuführung - Gesamt nach DG";;;;;;;;;;;;0;0;531645,231456945;817841,718103036;840071,661840134;1127359,35250093;1290703,9462375;1431276,96468554;1598820,79903874;1877610,01047358;2524128,90653443;2819484,23396687;3003792,21374014;3289732,94703002;3577267,60929935;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Für Detailberechnung Altbestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Neubestand";"Für Nebenrechnung der Anteile Altbestand bitte aufklappen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Risikoergebnis";"Risikoergebnis (inkl. RV-Ergebnis)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Risikoergebnis";"Risikoergebnis (Sterblichkeit u. Sonstiges)";;;;;;;;;0,794156466051322;0,815830562912804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"mittl. Deckungsrückstellung";;;;;;;;;;;0,706651683989652;0,693028854554689;0,679400922588715;0,665824364875514;0,652190604537949;0,638607739550107;0,624975532746922;0,611392426024184;0,597767312907671;0,584183557615835;0,570533980577307;0,556962777786031;0,543339395256038;0,529756476341812;0,516114336296865;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;0,00158178771615669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"mittl. Beitragsüberträge";;;;;;;;;;;0,381115231617512;0,305197915061117;0,229043683124492;0,155274806730449;0,0788499579434112;0,00478822877363383;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;0,70004763060012;0,699742831820688;0,699248512936171;0,700662355660466;0,699951557230055;0,701131132813156;0,700478036334662;0,701648633310345;0,701259013181204;0,702405520762164;0,70110725254047;0,70271998976699;0,702394647726202;0,703572220355499;0,702550179716083;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;;;0,616427181049061;0,603713491249893;0,590597745386083;0,581530055251239;0,567955060410867;0,558390385933272;0,544937802484027;0,535354080404265;0,522460446962461;0,512825620609421;0,49800434220312;0,489358595380348;0,476601324227044;0,467032400597501;0,452797123210073;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"mittl. RfB";;;;;;;;;;;0,434255641489958;0,369137233367738;0,304148742671792;0,237852193155261;0,173012100780598;0,106876143112786;0,0419964956255884;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;0,726822009853438;0,707984734278963;0,697462231678234;0,682457964710301;0,667397572489263;0,652902270991511;0,637777769639149;0,623213091319409;0,608105678057277;0,593538340776295;0,578508954469604;0,5639344832575;0,548636006216847;0,534199606144216;0,519189255411488;0,504623983928879;0,489407310045537;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;;;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;0,504860070928984;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;;;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;0,713888434229167;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;0,698914690396922;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Anteile Altbestand";"Direktgutschrift";;;;;;;;;;0,710967673127805;0,693758606881334;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;0,829395539523084;;;;;;;;;;;;;;;;;;;;;;;
2018;;;;;;;;;;;;0;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Risikoergebnis";"1. Sterblichkeit";;;;;;;;;;;-925489,574970888;-1010836,24653568;-939795,037460703;-870125,623515613;-778643,029059558;-706698,103416296;-444446,683747488;56191,7994536681;149786,601084119;247910,993201259;455576,211026664;539113,57581719;561736,392587843;697782,013035838;692519,719592385;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Risikoergebnis";"2. sonstiges";;;;;;;;;;;444150,146313154;560693,345319857;544034,447251657;526118,223333862;506945,30325223;484591,786999454;459249,639970501;430606,977208945;398140,979452696;361731,059328562;325423,266377031;292299,96414924;263169,392784775;238113,251171037;215146,843161093;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Risikoergebnis";;;;;;;;;;;;-481339,428657735;-450142,901215819;-395760,590209045;-344007,400181751;-271697,725807328;-222106,316416843;14802,9562230135;486798,776662613;547927,580536815;609642,052529821;780999,477403696;831413,53996643;824905,785372618;935895,264206874;907666,562753479;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Risikoergebnis";"Zuführung (>0)";;;;;;;;;;;0;0;0;0;0;0;13322,6606007122;438118,898996352;493134,822483133;548677,847276839;702899,529663326;748272,185969787;742415,206835357;842305,737786187;816899,906478131;;;;;;;;;;;;;;;;0,9;;;;;;;
2018;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. Deckungsrückstellung";;;;;;;;;;;466364172,239753;476068316,288686;494114972,605086;510033740,022189;524029349,612845;535323355,274808;543643984,020568;549823287,480144;553669028,707486;554509554,355703;550403409,609395;541553621,726472;531104437,756438;517946764,201771;502537870,679538;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;195,920590983494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Nebenrechnung: Altbestand";"Kapitalanlageergebnis";"mittl. Beitragsüberträge";;;;;;;;;;;1726197,97844905;1347309,43673978;994904,64354608;659407,35642022;323154,824514072;18785,7273781293;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
