2017;"Neubestand";"Übriges Ergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;609975,443931653;658809,791071746;677712,69527176;703986,094327878;720020,781322117;797248,827092199;-957529,140153549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;-35691,4142532326;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;19552,033478632;3279,09993645445;2296,73779974448;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Summe";;;;;;;;;593836,063157053;662088,8910082;680009,433071505;703986,094327878;720020,781322117;797248,827092199;-957529,140153549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übriges Ergebnis";"Zuführung (>0)";0;0;0;0;0;0;0;0;296918,031578526;331044,4455041;340004,716535752;351993,047163939;360010,390661058;398624,413546099;0;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;
2017;"Neubestand";"Mindestzuführung - Gesamt vor DG";;;;;;;;;;913566,81276833;0;0;387761,615761748;0;0;3161169,77790777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Direktgutschrift";;;;;;;;;;2547,45;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Mindestzuführung - Gesamt nach DG";;;;;;;;;;911019,36276833;0;0;387761,615761748;0;0;3161169,77790777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Zuführung zur RfB";;;;;;;;;;692909,37;1019574,47737189;416922,797270192;454984,486992104;428023,648854397;356707,428131193;7765301,78303111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Übererfüllung";;;;;;;;;;-218109,99276833;1019574,47737189;416922,797270192;67222,8712303562;428023,648854397;356707,428131193;4604132,00512334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Neubestand";"Mindestzuführung erfüllt";;;;;;;;;;0;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Risikoergebnis";"Risikoergebnis (inkl. RV-Ergebnis)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Risikoergebnis";"Risikoergebnis (Sterblichkeit u. Sonstiges)";;;;;;;;;0,794156466051322;0,815830562912804;0,791138348109452;0,766446133306101;0,741686268599179;0,716994053795827;0,692301838992475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"mittl. Deckungsrückstellung";;;;;;;;;0,733838362343593;0,7183724015816;0,703358487776642;0,688344573971684;0,673289526156301;0,658275612351344;0,643261698546385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;0,0419708114439232;0,0389686092775654;0,0330792482178903;0,0271898871582154;0,0212843908627602;0,0153950298030853;0,00950566874341008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"mittl. Beitragsüberträge";;;;;;;;;0,530211343134194;0,486542201220815;0,433984390459579;0,381426579698343;0,328724774935021;0,276166964173786;0,22360915341255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;0,698466551892362;0,753026337766946;0,79315744834789;0,833288558928834;0,873529617757945;0,913660728338889;0,953791838919833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;0,637207166228358;0,576239204398191;0,525887783190247;0,475536361982302;0,425046991675157;0,374695570467214;0,324344149259269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"mittl. RfB";;;;;;;;;0,565994182431286;0,449902669783699;0,347092130896954;0,244281592010209;0,141189380414184;0,0383788415274378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;0,726822009853438;0,707984734278963;0,689911768272549;0,671838802266135;0,671838802266135;0,671838802266135;0,671838802266135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"KA";"rechnungsmäßige Zinsen gesamt";;;;;;;;;0,781091446433286;0,758040887013648;0,732204898627647;0,706368910241645;0,68046213832582;0,654626149939819;0,628790161553817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;0,464142366866943;0,471804351754398;0,471804351754398;0,471804351754398;0,471804351754398;0,471804351754398;0,471804351754398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;0,965345606684248;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;0,887880361828591;0,936094226286396;0,977573687323994;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Direktgutschrift";;;;;;;;;;0,710967673127805;0,693758606881334;0,641409086457318;0,589059566033302;0,536566622265657;0,484217101841641;0,431867581417625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand Anteil";"Zuführung zur RfB";;;;;;;;;;0;0,02;0,02;0,02;0,02;0,02;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Risikoergebnis";;;;;;;;;;108006,344933672;12167,4108380799;93082,8600625098;130422,832232126;167552,242171939;213506,568966467;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Risikoergebnis";"Zuführung (>0)";0;0;0;0;0;0;0;0;97205,7104403048;10950,6697542719;83774,5740562588;117380,549008914;150797,017954746;192155,912069821;0;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;;;;;;;
2017;"Altbestand";"Risikoergebnis";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittl. Deckungsrückstellung";;;;;;;;;405451608,310253;432679531,834546;458015250,697869;481166757,748382;501720363,023699;519962605,244838;261235200,567212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;9915,00087321235;6050,20431075145;3055,64445237761;1336,56394896244;586,832637213183;944,733628872655;481,224703596004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittl. Beitragsüberträge";;;;;;;;;2675563,52137499;2369317,97038413;2103535,99519723;1833667,15493421;1564139,03857088;1295018,09768357;519627,247250773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;570151,069565914;713189,218858226;801089,022831369;841621,444518122;882264,913935524;922797,335622278;481664,878654516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;176400,031983176;161112,253214001;150885,250785005;139884,911428845;128062,276635469;115504,111501435;50549,7892599492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittl. RfB";;;;;;;;;10549343,0938334;7311495,73881535;3989605,40941986;2196690,95102538;1288248,39897975;355716,021598835;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittleres Eigenkapital (ohne Nachrangdarlehen)";;;;;;;;;17322735,9704397;16634384,2396523;16314861,5552815;15994137,7578064;15671255,4261486;15348127,7571043;15293968,888345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittlere nachrangigen Verbindlichkeiten";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittlere Rückstellungen";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"mittleres passives Rückversicherungsgeschäft";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"Kapitalanlageergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;17550925,5939027;15482792,2039117;15037958,3341599;19147280,058719;19032549,2260651;20101025,6100631;7571760,35588317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"anzurechende Kapitalerträge in %";;;;;;;;;0,960337700695727;0,9638284723172;0,966108023332317;0,968150213505117;0,969935525157564;0,971471919316045;0,944902778836787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"anzurechende Kapitalerträge";;;;;;;;;16854815,5299303;14922755,9571008;14528292,201169;18537443,2768911;18460345,6286706;19527581,929629;7154577,40096023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"90 % des Ergebnis der Kapitalanlage";;;;;;;;;15169333,9769373;13430480,3613908;13075462,9810521;16683698,949202;16614311,0658036;17574823,7366661;6439119,66086421;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;;;;;;;
2017;"Altbestand";"KA";"rechnungsmäßige Zinsen gesamt";;;;;;;;;-12963788,779292;-12584052,9874222;-12864794,3291164;-13056705,9358119;-13148061,2441353;-13178511,7353098;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"Aufwand Zinszusatzreserve";;;;;;;;;-5299698,94193627;-7930554,6306194;-7640560,17584779;-7978497,70599913;-7066523,12467874;-7493370,26483371;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"KA";"Zuführung (>0)";0;0;0;0;0;0;0;0;-1408672,19129789;-5591851,6609408;-5977062,30379519;-2497760,36491998;-1754238,74014343;-1144300,07051455;6439119,66086421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;528340,791978328;588473,849488298;605358,639228588;628827,034038786;643149,823573364;712132,838092389;-855301,28231202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;-994233,245746767;-514610,117072532;-303596,36752959;-296058,117434898;-298822,67835697;-296078,650442681;-653596,246762025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;154833,415828123;48032,3817326334;100115,89832665;108694,128690836;103912,488041048;100329,978419959;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Summe";;;;;;;;;-311059,037940316;121896,114148399;401878,170025648;441463,045294724;448239,633257441;516384,166069667;-1508897,52907405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übriges Ergebnis";"Zuführung (>0)";0;0;0;0;0;0;0;0;0;60948,0570741996;200939,085012824;220731,522647362;224119,816628721;258192,083034834;0;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;
2017;"Altbestand";"Mindestzuführung - Gesamt vor DG";;;;;;;;;;0;0;0;0;0;0;6439119,66086421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Direktgutschrift";;;;;;;;;;6266,27;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Mindestzuführung - Gesamt nach DG";;;;;;;;;;-6266,27;0;0;0;0;0;6439119,66086421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Zuführung zur RfB";;;;;;;;;;0;20807,6423953448;8508,62851571822;9285,39769371642;8735,17650723259;7279,74343124885;158475,546592472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Übererfüllung";;;;;;;;;;6266,27;20807,6423953448;8508,62851571822;9285,39769371642;8735,17650723259;7279,74343124885;-6280644,11427173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Altbestand";"Mindestzuführung erfüllt";;;;;;;;;;1;1;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Risikoergebnis";"Risikoergebnis (inkl. RV-Ergebnis)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Risikoergebnis";"Risikoergebnis (Sterblichkeit u. Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"mittl. Deckungsrückstellung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"mittl. Beitragsüberträge";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"mittl. RfB";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"KA";"rechnungsmäßige Zinsen gesamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Anteil";"Direktgutschrift";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Risikoergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Risikoergebnis";;;;;;;;;;0;0;0;0;0;-3,20142135024071e-10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Risikoergebnis";"Zuführung (>0)";0;0;0;0;0;0;0;0;0;0;0;0;0;-3,20142135024071e-10;0;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;;;;;;;
2017;"Check Absolut";"Risikoergebnis";"Nebenrechnung: Zinstragende Passiva (inkl. AV 8)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittl. Deckungsrückstellung";;;;;;;;;0;0;0;0;5,36441802978516e-07;7,15255737304688e-07;5,66244125366211e-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittl. noch nicht fällige Ansprüche an VN";;;;;;;;;0;4,54747350886464e-11;3,77440301235765e-11;1,59161572810262e-11;2,00088834390044e-11;4,72937244921923e-11;4,99653651786502e-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittl. Beitragsüberträge";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittl. Rückstellung f. noch nicht abgew. VF";;;;;;;;;0;0;0;-1,28056854009628e-09;-9,31322574615479e-10;-1,86264514923096e-09;-8,73114913702011e-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittl. angesammelte Überschüsse";;;;;;;;;0;0;-2,3283064365387e-10;0;0;-2,7648638933897e-10;-1,38243194669485e-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittl. RfB";;;;;;;;;0;2,88709998130798e-08;2,00234353542328e-08;1,53668224811554e-08;2,3283064365387e-08;3,30619513988495e-08;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittleres Eigenkapital (ohne Nachrangdarlehen)";;;;;;;;;0;0;0;0;1,49011611938477e-08;2,04890966415405e-08;3,16649675369263e-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittlere nachrangigen Verbindlichkeiten";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittlere Rückstellungen";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"mittleres passives Rückversicherungsgeschäft";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"Kapitalanlageergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"Ergebnis der Kapitalanlage";;;;;;;;;0;0;1,49011611938477e-08;0;0;0;1,02445483207703e-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"rechnungsmäßige Zinsen gesamt";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"KA";"Aufwand Zinszusatzreserve";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Übriges Ergebnis (Kosten und Sonstiges)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Kostenergebnis";;;;;;;;;0;1,16415321826935e-09;1,16415321826935e-09;1,16415321826935e-09;1,28056854009628e-09;1,39698386192322e-09;-1,51339918375015e-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Sonstiges Ergebnis";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Risiko: vorzeitiger Abgang";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Unterschied aus Tarif-/ Normbeitrag";;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Summe";;;;;;;;;0;1,16415321826935e-09;1,16415321826935e-09;1,16415321826935e-09;1,28056854009628e-09;1,39698386192322e-09;-1,51339918375015e-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Übriges Ergebnis";"Zuführung (>0)";0;0;0;0;0;0;0;0;0;5,82076609134674e-10;5,82076609134674e-10;5,82076609134674e-10;6,40284270048141e-10;6,98491930961609e-10;0;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;
2017;"Check Absolut";"Direktgutschrift";;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"Check Absolut";"Zuführung zur RfB";;;;;;;;;;0;0;0;-2,18278728425503e-11;0;-2,81943357549608e-11;3,49245965480804e-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Gesamtberechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Neubestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Neubestand";"NB - Zuführung aus dem Risikoergebnis";;;;;;;;;;;;392254,656364007;429969,254644313;451888,525111365;476720,154953782;496428,060754098;518517,514246896;542860,153276969;558539,751962575;580155,607391512;599367,841332971;623727,932457321;635764,097740078;662793,963110891;695181,614591192;719876,737381831;;;;;;;;;;;;;;;;;;;;;;;
2018;"Neubestand";"NB - Zuführung aus dem Kapitalanlageergebnis";;;;;;;;;;;;-1626079,50823369;-1285959,30336165;-963692,620431383;-920911,259079507;-658671,929563653;-2986063,02494808;-3392523,18810073;-3272760,32343985;-2960993,89426591;-3680885,65724886;-3185262,11047893;-3111296,20101127;-3117784,98139055;-2426663,63780153;-2257068,15684387;;;;;;;;;;;;;;;;;;;;;;;
2018;"Neubestand";"NB - Zuführung aus dem übrigen Ergebnis";;;;;;;;;;;;277358,791816956;292913,662061113;303827,585009762;341121,563149254;343643,601086036;344025,549270696;341089,470519935;339279,714892145;333808,468153405;327766,035112538;320259,222788013;310396,594073946;300361,526938583;290032,706931407;279827,175491698;;;;;;;;;;;;;;;;;;;;;;;
2018;"Neubestand";"Mindestzuführung im Neubestand";;;;;;;;;;;;0;0;0;0;181399,732276481;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Altbestand";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Altbestand";"AB - Zuführung aus dem Risikoergebnis";;;;;;;;;;;;0;0;0;0;0;0;13493,2435754428;438332,531884538;493395,246844936;549002,225349824;703293,734358697;748747,61437819;742984,821634546;842983,926195095;817702,723272427;;;;;;;;;;;;;;;;;;;;;;;
2018;"Altbestand";"AB - Zuführung aus dem Kapitalanlageergebnis";;;;;;;;;;;;-361214,17867049;-937518,000145735;-1356423,78643962;-1559106,02902403;-1907085,53798759;-5934464,59325214;-6470013,64310728;-6919587,89519067;-7152192,88149113;-8127619,09205117;-5934136,11208875;-5704975,1664651;-5788804,26061822;-5413999,51593997;-5207152,56900134;;;;;;;;;;;;;;;;;;;;;;;
2018;"Altbestand";"AB - Zuführung aus dem übrigen Ergebnis";;;;;;;;;;;;182447,390256322;225612,492314135;233421,890977722;268799,389866218;271719,759766821;269617,417729079;264351,886443688;261515,527553078;256993,633026803;254810,100869346;248183,151920287;237391,917337785;225474,089976883;214507,489264677;205872,041479936;;;;;;;;;;;;;;;;;;;;;;;
2018;"Altbestand";"Mindestzuführung im Altbestand";;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Reduzierung der Mindestzuführung nach §9 MindZV";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"Reduzierung der Mindestzuführung nach §9 MindZV";"Vorraussetzung Solvabilitätsbedarf erfüllt?";;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2018;"Reduzierung der Mindestzuführung nach §9 MindZV";"Vorraussetzung negatives Kapitalanlageergebnis erfüllt?";;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
