"Jahr";"A";"B";"C";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2014 HJ IST";"2014 Q1 IST";"2014 Q3 IST";"2015 HJ IST";"2015 Q1 IST";"2015 Q3 IST";"2016 HJ IST";"2016 Q1 IST";"2016 Q3 IST";"2017 HJ IST";"2017 Q1 IST";"2017 Q2 IST";"2017 Q3 IST";"2018 HJ IST";"2018 Q1 IST";"2018 Q2 IST";"2018 Q3 IST";"2019 HJ IST";"2019 Q1 IST";"2019 Q2 IST";"2019 Q3 IST";"2020 HJ IST";"2020 Q1 IST";"2020 Q2 IST";"2020 Q3 IST";"2021 HJ IST";"2021 Q1 IST";"2021 Q2 IST";"2021 Q3 IST";"2022 HJ IST";"2022 Q1 IST";"2022 Q2 IST";"2022 Q3 IST";"2023 Q1 IST";"2023 Q2 IST";"2023 Q3 IST"
2017;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";"e)_Erniedrigung aktivierbarer Zillmerabzug";0;-1483,79;-1384,74;-23489,88;-4829,98;-93324,93;-121960,63;-72980,02;-97472,67;-70329,9802871341;-55439,9290818011;-30993,6678463655;-12177,5801001987;0;0;-4147,91395558063;-2902,15314234705;-1927,80784222304;-1725,62038972945;-1660,59026493891;-1598,18019861626;-1538,269122798;-1480,73064722343;-1425,5335433539;-1372,52324192008;-1321,58232244032;-1272,67583800165;-1225,71443432735;-1180,5965385604;-1137,22776433552;0;0;0;0;0;0;0;0;0;0;;;;;;;-56721,18;-42572,69;-77198,33;;-11014,68;-24727,42;-36728,56;;;;;;;;;;;;;;;;;;;;;;;
2017;"I Versicherungstechnische Rechnung";"11_Nicht realisierte Verluste aus Kapitalanlagen";"f)_Sonstiger vt. Aufwand f. ausgeb. Verb. geg. VN";;;;;;;;;-236,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-236,69;-236,69;-236,69;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2017;"I Versicherungstechnische Rechnung";"12_Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";;-658148,73;-668412,55;-744595,79;-807264,16;-881007,08;-1270960,36;-1158835,9;-718743,31;-2746854,87;-82471,0057374402;-66835,8329324554;-42449,7760605812;-23900,5555026928;-11983,1486035975;-12236,056869715;-16634,7351908621;-15638,0638263582;-14904,3791991965;-14939,2669386641;-15108,3199153965;-15282,0659850775;-15467,7320423866;-15665,3878653849;-15875,0112728342;-16097,3085849178;-16318,4148775352;-16543,52417523;-16781,4235541177;-1180,5965385604;-1137,22776433552;0;0;0;0;0;0;0;0;0;0;;;;;;;-383436,88;-205042,63;-573822,33;;-22874,39;-43899,43;-62603,7099999999;;;;;;;;;;;;;;;;;;;;;;;
2017;"I Versicherungstechnische Rechnung";"13_Versicherungstechn. Ergebnis für eigene Rechnung";;-610393,549999994;300619,610000002;623231,880000004;494856,580000003;1088105,28000001;783296,879999991;1415383,55999998;1296513,77999999;-514070,950000018;595031,196574809;383916,039471292;380533,689994372;365986,726660368;376843,483381738;352961,3599103;432640,632998129;597981,511619144;1107709,61309935;1094067,296988;781836,355173853;635522,686521099;657953,923359509;579116,548555226;612730,224193667;669265,703325754;736189,561814626;805137,158498884;872916,49420863;951059,774048027;9312223,69989022;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;-3050434,30709966;;;;;;;585309,309999997;176737,549999997;868295,860000015;;594727,559999999;477350,350000007;978196,23000001;;;;;;;;;;;;;;;;;;;;;;;
2017;"I Versicherungstechnische Rechnung";"13_Versicherungstechn. Ergebnis für eigene Rechnung";"";1434,00000000559;1861,79000000219;2831,36000000406;4408,02000000334;4576,94000001135;-9,42964106798172e-09;-1,58324837684631e-08;-1,09430402517319e-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"1_Sonstige Erträge";;67745,23;1018445,48;337808,51;177045,15;8063,52;10512,96;11415,05;22518,86;9347,45;10115,44;10115,44;10115,44;10115,44;10116,44;10117,44;10118,44;10119,44;10120,44;10121,44;10122,44;10123,44;10124,44;10125,44;10126,44;10127,44;10128,44;10129,44;10130,44;10131,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;10132,44;;;;;;;4645,26;2951,17;7206,01;;7833,89;12937,48;19808,6;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"2_Sonstige Aufwendungen";;-155917,68;-867176,12;-175502,45;-340036,91;-243600,86;-278127,72;-283382,24;-284678,08;-328616,13;-339336,146798589;-337068,006798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-331867,346798589;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;-130,17;;;;;;;-154199,26;-80198,8;-239676,54;;-102880,79;-164952,63;-233631,97;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"3_Ergebnis der normalen Geschäftstätigkeit";;-698565,999999994;451888,970000002;785537,940000004;331864,820000003;852567,940000011;515682,119999991;1143416,36999998;1034354,55999999;-833339,630000018;265810,48977622;56963,4726727032;58781,7831957836;44234,8198617797;55092,5765831496;31211,4531117107;110891,72619954;276233,604820555;785962,706300756;1104058,566988;791828,625173853;645515,956521099;667948,193359509;589111,818555226;622726,494193667;679262,973325754;746187,831814626;815136,428498884;882916,76420863;961061,044048027;9322225,96989022;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;;;;;;;435755,309999997;99489,9199999972;635825,330000015;;499680,66;325335,200000007;764372,86000001;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"4_Steuern vom Einkommen und Ertrag";;0;0;-282682,42;282682,42;-487991;474317,88;-663416,37;-404354,56;-106660,37;-225810,489776224;-16963,4726726998;-18781,7831957985;-14234,8198617832;-15092,576583141;-11211,4531117026;-30891,7261995305;-76233,6048205569;-215962,706300758;-304058,566987995;-91828,6251738567;-75515,956521101;-77948,1933595054;-69111,8185552277;-72726,4941936589;-79262,9733257556;-86187,8318146278;-95136,42849888;-102916,764208627;-111061,044048021;-1077294,98433692;0;0;0;0;0;0;0;0;0;0;;;;;;;-265755,31;-69489,92;-335825,33;;-59680,66;-225335,2;-664372,86;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"5_Sonstige Steuern";;0;-27,18;-24,16;-139,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"6_Jahresüberschuss";;-698565,999999994;451861,790000002;502831,360000004;614408,020000004;364576,940000011;989999,999999991;479999,999999984;629999,999999989;-940000,000000018;39999,999999996;40000,0000000034;39999,9999999851;29999,9999999965;40000,0000000086;20000,0000000081;80000,0000000096;199999,999999998;569999,999999999;800000,000000002;699999,999999996;569999,999999998;590000,000000003;519999,999999998;550000,000000008;599999,999999998;659999,999999998;720000,000000004;780000,000000003;850000,000000006;8244930,9855533;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;-3040432,03709966;;;;;;;169999,999999997;29999,9999999972;300000,000000015;;440000;100000,000000007;100000,00000001;;;;;;;;;;;;;;;;;;;;;;;
2017;"II Nichtversicherungstechnische Rechnung";"6_Jahresüberschuss";"";698565,999999994;-1861,79000000219;-2831,36000000418;-4408,02000000351;-4576,94000001147;9,42964106798172e-09;1,57160684466362e-08;1,09430402517319e-08;-3,25962901115417e-09;-4,01632860302925e-09;3,43425199389458e-09;-1,48429535329342e-08;-3,49245965480804e-09;8,61473381519318e-09;8,14907252788544e-09;9,66247171163559e-09;-1,68802216649055e-09;0;1,39698386192322e-09;-3,37604433298111e-09;-2,44472175836563e-09;3,14321368932724e-09;-1,51339918375015e-09;7,79982656240463e-09;-1,51339918375015e-09;-1,51339918375015e-09;4,07453626394272e-09;4,07453626394272e-09;5,93718141317368e-09;0;0;0;0;0;0;0;0;0;0;0;;;;;;;2,96859070658684e-09;2,79396772384644e-09;-1,50175765156746e-08;;4,65661287307739e-10;-6,57746568322182e-09;-1,03609636425972e-08;;;;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";;"a)_Gebuchte Bruttobeiträge";41852073,26;41940920,54;42693380,5;42947077,96;43726191,81;44637820,23;44200067,82;43221420,43;42192533,41;40642877,44;38863774,2856782;38812811,9179865;38400104,6922784;37789944,4324328;37027084,6409376;36162713,9039571;35158556,607969;34200061,3621875;33073985,8587699;31884204,0557795;30664181,3015502;29320727,5485496;28027223,2679225;26750612,8706508;25614446,8299859;;;;;;;;;;;;;;;;;;;;;;;;;17917442,44;9381977,29;;26353790,27;;9057129,34;17391309,17;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";;"b)_Veränderung der Beitragsüberträge";-11718,05;202869,78;-294603,99;369673,68;-4372,22;85527,26;50727,57;5514,28;343226,21;260054,24;170439,999234349;59140,1935566627;82480,236345527;111562,470359303;185158,640355287;164914,879790451;141320,892455791;131532,061352222;158292,776428262;186874,410954951;194606,304330851;206909,633967113;175815,615571212;206446,253757057;189116,224437024;;;;;;;;;;;;;;;;;;;;;;;;;670434,17;-115174,26;;1432861,51;;-92047,29;581991,5;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"1_Verdiente Beiträge";;41840355,21;42143790,32;42398776,51;43316751,64;43721819,59;44723347,49;44250795,39;43226934,71;42535759,62;40902931,68;39034214,2849126;38871952,1115432;38482584,928624;37901506,9027921;37212243,2812929;36327628,7837476;35299877,5004248;34331593,4235397;33232278,6351981;32071078,4667345;30858787,6058811;29527637,1825167;28203038,8834937;26957059,1244078;25803563,0544229;;;;;;;;;;;;;;;;;;;;;;;;;18587876,61;9266803,03;;27786651,78;;8965082,05;17973300,67;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"1_Verdiente Beiträge";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";;1547045,3;2006374,09;2363957,26;2184227,83;2194212,85;3002400,81;2017361,48;1583891,62;333553,75;198541,85;173478,635658246;140491,653640833;101039,693106005;115656,432509706;91109,6506589423;109326,599849088;122214,052769621;132617,929358181;158015,929296759;173277,913014228;189056,603263752;207102,659829734;232729,167463036;243740,415770658;254610,200665658;;;;;;;;;;;;;;;;;;;;;;;;;8681,51;290,85;;17201,64;;3768,86;16389,17;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";"a)_Erträge aus Beteiligungen";0;0;332866,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";"b)_Erträge aus anderen Kapitalanlagen";7915932,33;10015075,08;11493263,94;13619915,07;17167719,23;16775691,86;23694421,64;19959242,52;24437744,18;19898854,76;13300032,1203925;23658995,9175271;25155895,5460775;26339775,5978073;26661726,3162093;27332998,5721411;27796577,1515322;28110589,7752778;28380448,4536363;28824638,9868081;29191699,6340688;29508585,8804925;29455750,765949;29726714,4922517;29874352,4632117;;;;;;;;;;;;;;;;;;;;;;;;;13222336,26;6581924,22;;20552719,12;;7794119,75;16951942,47;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";"c)_Gewinne aus dem Abgang von Kapitalanlangen";106851,63;713580;127000;1323,24;292836,66;2423000;1457096,96;5029023,34;1413345,43;1953105,93;12400001;9e+05;0;0;5e+05;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;541263,48;36432,27;;626423,67;;0;91544,41;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"2_Beiträge aus RfB";"d)_Erträge aus Zuschreibungen";162;67078,5;26460;0;892828,3;0;295985,66;0;0;86187,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;115911,7;23698,36;;113121,33;;133327,98;182964,39;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen";;8022945,96;10795733,58;11979590,03;13621238,31;18353384,19;19198691,86;25447504,26;24988265,86;25851089,61;21938148,37;25700033,1203925;24558995,9175271;25155895,5460775;26339775,5978073;27161726,3162093;27332998,5721411;27796577,1515322;28110589,7752778;28380448,4536363;28824638,9868081;29191699,6340688;29508585,8804925;29455750,765949;29726714,4922517;29874352,4632117;;;;;;;;;;;;;;;;;;;;;;;;;13879511,44;6642054,85;;21292264,12;;7927447,73;17226451,27;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"3_Ordentliche und ausserordentliche Erträge aus Kapitalanlagen";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";;39645,98;738500,58;694499,44;44582,85;694859,91;441135,3;948157,01;335907,96;865701,38;740818,12;842312,205128616;541652,455204861;471173,221759296;515774,403245453;577346,64472876;622645,226623452;670703,053629573;721383,6941351;774588,582873806;830142,605887114;887826,310216594;947510,884592019;1009008,13938717;1072148,61790118;1136694,90795929;;;;;;;;;;;;;;;;;;;;;;;;;268404,8;0;;394915,64;;1495,96;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"a)_Sonstige technische Erträge: Übrige";21355,93;1080,08;0;0;0;0,05;4081,4;17070,37;39146,96;23684,68;23700;23700;23700;23700;23700;23700;23700;23700;23700;23700;23700;23700;23700;23700;23700;;;;;;;;;;;;;;;;;;;;;;;;;5273,95;5273,95;;10674,4;;12098,84;12108,44;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"b)_Auflösung Ansammlungsguth. zur Leistungserhöhung";;;;;;0;413826,12;22888,74;13325,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2389,13;1718,2;;2553,69;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"c)_Nebenleistungen der VN für Zahlungsverzug";2170,75;2226,51;1224,57;1500,89;1898,59;1461,47;1504,58;1535,57;1680,59;1539,11;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;;;;;;;;;;;;;;;;;;;;;;;;;1539,11;1539,11;;1539,11;;1042,67;1042,67;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"d)_Erhöhung aktivierbarer Zillmerabzug";113281,77;47883,63;169942,49;8810,04;0;735,22;0;2551,06;5848,22;0;0;0;401,06304857177;94023,6975542656;19346,0271568632;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;3000,35;1527,72;;5038,64;;1359,04;1928,01;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"e)_Entnahme aus der Rückstellung für Beitragsrückerstattung";;;;;;;;;0;5e+06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"f)_real. Gewinn MetallRente 54b son. vt. Ergeb.";;;;;;;;;;15243,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;939,54;1519,68;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"4_Nicht realisierte Gewinne aus Kapitalanlagen";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4124,26;4124,26;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"5_Sonstige versicherungstechnische Erträge für eigene Rechnung";;136808,45;51190,22;171167,06;10310,93;1898,59;2196,74;419412,1;44045,74;60001,34;5040466,81;25300;25300;25701,0630485718;119323,697554266;44646,0271568632;25300;25300;25300;25300;25300;25300;25300;25300;25300;25300;;;;;;;;;;;;;;;;;;;;;;;;;12202,54;10058,98;;19805,84;;19564,35;20723,06;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"5_Sonstige versicherungstechnische Erträge für eigene Rechnung";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"5_Sonstige versicherungstechnische Erträge für eigene Rechnung";"Zahlungen für Versicherungsfälle";-3208540,39;-3353104,79;-4123082,21;-4396009,43;-5875953,87;-7202452,89;-8134587,51;-10185849,23;-11758953,25;-14039577,48;-15992517,9227397;-18156735,947631;-21120746,3152407;-22566906,8487744;-24842372,218546;-27873231,4089428;-30095491,1656136;-30763335,2832421;-33738952,7339111;-36337335,7029334;-40760570,2613896;-42346833,9973685;-43218009,0441097;-47055266,582185;-46309074,945942;;;;;;;;;;;;;;;;;;;;;;;;;-6361045,66;-3758515,53;;-8714534,61;;-3824944,05;-6932623,81;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"5_Sonstige versicherungstechnische Erträge für eigene Rechnung";"Regulierungsaufwendungen";-59841,21;-60053,21;-74456,98;-79262,48;-413044,43;-431406,9;-416017,82;-390782,39;-389601,84;-373729,73;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;-264530,747005814;;;;;;;;;;;;;;;;;;;;;;;;;-179038,04;-84446,16;;-271355,9;;-84974,25;-179104,58;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"5_Sonstige versicherungstechnische Erträge für eigene Rechnung";"a)_Zahlungen für Versicherungsfälle";-3268381,6;-3413158;-4197539,19;-4475271,91;-6288998,3;-7633859,79;-8550605,33;-10576631,62;-12148555,09;-14413307,21;-16257048,6697455;-18421266,6946368;-21385277,0622465;-22831437,5957802;-25106902,9655518;-28137762,1559486;-30360021,9126194;-31027866,030248;-34003483,4809169;-36601866,4499392;-41025101,0083954;-42611364,7443743;-43482539,7911156;-47319797,3291908;-46573605,6929478;;;;;;;;;;;;;;;;;;;;;;;;;-6540083,7;-3842961,69;;-8985890,51;;-3909918,3;-7111728,39;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"5_Sonstige versicherungstechnische Erträge für eigene Rechnung";"b)_Veränderung Rückst. f. noch nicht abgew. Vers.fälle";-105533,87;124120,98;-128414,17;-380189,6;-267292,55;109167,28;158698,85;160537,11;-135809,79;-263499,36;-192306,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;39911,73;23740,39;;-175,61;;203600,12;158455,6;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen";;-3373915,47;-3289037,02;-4325953,36;-4855461,51;-6556290,85;-7524692,51;-8391906,48;-10416094,51;-12284364,88;-14676806,57;-16449354,6897455;-18421266,6946368;-21385277,0622465;-22831437,5957802;-25106902,9655518;-28137762,1559486;-30360021,9126194;-31027866,030248;-34003483,4809169;-36601866,4499392;-41025101,0083954;-42611364,7443743;-43482539,7911156;-47319797,3291908;-46573605,6929478;;;;;;;;;;;;;;;;;;;;;;;;;-6500171,97;-3819221,3;;-8986066,12;;-3706318,18;-6953272,79;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"6_Aufwendungen für Versicherungsfälle inklusive Regulierungsaufwendungen";"a)_Bilanz-Deckungsrückstellung";-40614417,24;-43575755,79;-45377324,12;-44842538,81;-47926076,49;-46943283,09;-52816399,75;-48410761,67;-51049797,63;-49271112,44;-44489937,4207918;-41190497,1796291;-38180850,4765974;-36256046,9431502;-33492842,4131358;-29625401,364413;-26573381,7795326;-24748199,5513286;-20833977,7473642;-17101596,4568101;-8829134,30877446;-5659124,50895939;-3428602,43581679;2064055,3575567;2661571,48174721;;;;;;;;;;;;;;;;;;;;;;;;;-22667672,45;-10288631,68;;-34754805,63;;-10745031,82;-22468550,73;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"7_Veränderung der übrigen versicherungstechn. Nettorückstellungen";;-40614417,24;-43575755,79;-45377324,12;-44842538,81;-47926076,49;-46943283,09;-52816399,75;-48410761,67;-51049797,63;-49271112,44;-44489937,4207918;-41190497,1796291;-38180850,4765974;-36256046,9431502;-33492842,4131358;-29625401,364413;-26573381,7795326;-24748199,5513286;-20833977,7473642;-17101596,4568101;-8829134,30877446;-5659124,50895939;-3428602,43581679;2064055,3575567;2661571,48174721;;;;;;;;;;;;;;;;;;;;;;;;;-22667672,45;-10288631,68;;-34754805,63;;-10745031,82;-22468550,73;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"7_Veränderung der übrigen versicherungstechn. Nettorückstellungen";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"8_Aufwendungen für RfB";;-2576976,76;-3922152,37;-3627119,62;-4387446,35;-2469056,23;-7085762,73;-4046280,55;-5944440,46;-692909,37;-610480,11;-20268,1148570121;-33313,9715893097;-226539,239022371;-1349239,77584927;-330037,87681346;-477488,199354861;-780367,739404176;-1290394,54505327;-1463102,84222054;-1905682,34067765;-4687861,24451261;-5176252,4907997;-5138204,1312272;-5799699,17820563;-6162238,60082513;;;;;;;;;;;;;;;;;;;;;;;;;-1686809,47;-413031,82;;-2690804,58;;-1242440,89;-3957530,29;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"8_Aufwendungen für RfB";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"8_Aufwendungen für RfB";"a)_Abschlussaufwendungen";-1917525,73;-1412163;-1706258,88;-1640427,9;-1848287,1;-1473907,46;-1023520,34;-1117693,3;-773336,31;-686521,99;-579785,920033372;-546691,657589164;-524681,667372634;-515721,6621389;-510564,445517511;-505458,801062335;-500404,213051712;-495400,170921195;-490446,169211983;-485541,707519863;-480686,290444665;-475879,427540218;-471120,633264816;-466409,426932168;-461745,332662846;;;;;;;;;;;;;;;;;;;;;;;;;-295013,16;-192937,59;;-392481,2;;-144511,49;-313697,48;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"8_Aufwendungen für RfB";"b)_Verwaltungsaufwendungen";-879313,51;-904339,39;-847142,07;-1055864,74;-829073,44;-827637,65;-840472,93;-802516,58;-907610,67;-914646,98;-1029603,98921204;-1029465,07921204;-1029844,22921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;-1030242,33921204;;;;;;;;;;;;;;;;;;;;;;;;;-450659,14;-221396,22;;-675227,13;;-237128,15;-480482,53;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"9_Aufwendungen für den Versicherungsbetrieb";;-2796839,24;-2316502,39;-2553400,95;-2696292,64;-2677360,54;-2301545,11;-1863993,27;-1920209,88;-1680946,98;-1601168,97;-1609389,90924541;-1576156,7368012;-1554525,89658467;-1545964,00135094;-1540806,78472955;-1535701,14027438;-1530646,55226375;-1525642,51013324;-1520688,50842402;-1515784,0467319;-1510928,6296567;-1506121,76675226;-1501362,97247686;-1496651,76614421;-1491987,67187489;;;;;;;;;;;;;;;;;;;;;;;;;-745672,3;-414333,81;;-1067708,33;;-381639,64;-794180,01;;;;;;;;;;;;;;;;;;;;
2018;"I Versicherungstechnische Rechnung";"9_Aufwendungen für den Versicherungsbetrieb";"";;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;
